,id,Geography,stateAbbr,stateFullName,lat,lng,avgmaxtmp,avgmintmp,avgtmp,precipitation,population,per_dem,per_gop,Median income(2016),Mean income(2016)
2025,4208,"Bloomingdale city, Georgia",GA, Georgia,32.132424900000004,-81.2990018,92.18181818,40.27272727,68.18181818,3.881818182,2713.0,0.536156601842,0.4353121801430001,55911.0,61881.0
2026,4209,"Blue Ridge city, Georgia",GA, Georgia,34.863972,-84.324087,90.09090909,34.45454545,62.54545455,3.872727273,1290.0,0.17733043768800005,0.7965252255259999,37656.0,45730.0
2027,4210,"Bluffton town, Georgia",GA, Georgia,31.522949600000004,-84.8677008,89.63636364,39.45454545,66.36363636,0.709090909,103.0,0.191345503719,0.7738336714,53750.0,50605.0
2028,4211,"Blythe city, Georgia",GA, Georgia,33.292642699999995,-82.2015103,91.90909091,39.18181818,66.72727273,3.4181818180000003,721.0,0.368940016434,0.606135305396,39219.0,54251.0
2029,4212,"Bogart town, Georgia",GA, Georgia,33.949281,-83.53460799999998,90.90909091,34.90909091,63.36363636,3.545454545,1034.0,0.237966000596,0.718640023859,46923.0,64482.0
2030,4213,"Boston city, Georgia",GA, Georgia,30.7918613,-83.7898868,91.81818182,38.45454545,68.0,3.0090909089999998,1315.0,0.077519379845,0.888888888889,28095.0,36728.0
2031,4214,"Bostwick city, Georgia",GA, Georgia,33.7373442,-83.5143312,90.90909091,34.90909091,63.36363636,3.545454545,365.0,0.205370006549,0.748919449902,51597.0,64306.0
2032,4215,"Bowdon city, Georgia",GA, Georgia,33.5378885,-85.2532818,90.45454545,33.81818182,63.90909091,3.736363636,2040.0,0.188194597777,0.7840582910130001,24155.0,40533.0
2033,4216,"Bowersville town, Georgia",GA, Georgia,34.372881899999996,-83.0826491,89.54545455,35.09090909,63.0,3.354545455,465.0,0.238259192949,0.732681448836,35982.0,45666.0
2034,4217,"Bowman city, Georgia",GA, Georgia,34.204829600000004,-83.0307002,89.54545455,35.09090909,63.0,3.354545455,862.0,0.316860465116,0.665950455005,20833.0,28868.0
2035,4219,"Braselton town, Georgia",GA, Georgia,34.1092735,-83.7626729,87.63636364,36.0,62.54545455,4.1,7511.0,0.218698381236,0.7399240171789999,90284.0,124405.0
2036,4221,"Bremen city, Georgia",GA, Georgia,33.7212179,-85.1455036,89.45454545,31.72727273,61.90909091,3.390909091,6227.0,0.130246531766,0.8464257312010001,55635.0,71672.0
2037,4222,"Brinson town, Georgia",GA, Georgia,30.9768532,-84.7376974,92.45454545,40.81818182,68.54545455,2.409090909,215.0,0.195324448329,0.782171728206,34643.0,45685.0
2038,4223,"Bronwood town, Georgia",GA, Georgia,31.8310001,-84.364358,94.0,39.36363636,68.09090909,3.5636363639999997,225.0,0.320366132723,0.656750572082,31250.0,38325.0
2039,4224,"Brooklet city, Georgia",GA, Georgia,32.3796294,-81.66316590000002,92.18181818,40.27272727,68.18181818,3.881818182,1395.0,0.364871019834,0.599395470167,54355.0,64924.0
2040,4225,"Brooks town, Georgia",GA, Georgia,33.2909517,-84.45936999999998,88.36363636,32.36363636,62.0,3.654545455,524.0,0.279581220781,0.6757753341670001,76875.0,90558.0
2041,4226,"Broxton city, Georgia",GA, Georgia,31.625191100000002,-82.8868113,91.63636364,38.72727273,67.45454545,3.572727273,1189.0,0.238301080674,0.7242523247050001,17891.0,25526.0
2042,4227,"Brunswick city, Georgia",GA, Georgia,31.149952799999998,-81.4914894,91.18181818,41.0,68.63636364,2.8,15383.0,0.344819482389,0.6310625422280001,24314.0,37364.0
2043,4228,"Buchanan city, Georgia",GA, Georgia,33.8026048,-85.18856070000002,89.45454545,31.72727273,61.90909091,3.390909091,1104.0,0.130246531766,0.8464257312010001,27171.0,39900.0
2044,4229,"Buckhead town, Georgia",GA, Georgia,33.5684599,-83.36238540000002,90.90909091,34.90909091,63.36363636,3.545454545,171.0,0.205370006549,0.748919449902,45625.0,43065.0
2045,4230,"Buena Vista city, Georgia",GA, Georgia,32.3190398,-84.5171411,91.54545455,34.90909091,64.81818182,4.381818182,2173.0,0.302313400262,0.636927106067,22212.0,38593.0
2046,4231,"Buford city, Georgia",GA, Georgia,34.1206564,-84.0043513,87.63636364,36.0,62.54545455,4.1,12225.0,0.509562221584,0.452142585921,51463.0,69129.0
2047,4232,"Butler city, Georgia",GA, Georgia,32.5570898,-84.2382482,92.18181818,37.36363636,65.81818182,3.4909090910000002,1972.0,0.228224068944,0.723453370268,24598.0,44952.0
2048,4233,"Byromville town, Georgia",GA, Georgia,32.2021071,-83.9085132,92.18181818,37.36363636,65.81818182,3.4909090910000002,546.0,0.48488008342,0.505995828989,29167.0,35288.0
2049,4234,"Byron city, Georgia",GA, Georgia,32.653756099999995,-83.7596295,92.18181818,37.36363636,65.81818182,3.4909090910000002,4512.0,0.475091130012,0.505187400692,53206.0,61253.0
2050,4235,"Cadwell town, Georgia",GA, Georgia,32.339615,-83.04209159999998,92.18181818,37.36363636,65.81818182,3.4909090910000002,528.0,0.334101382488,0.633451688449,26458.0,46252.0
2051,4236,"Cairo city, Georgia",GA, Georgia,30.8774132,-84.2012897,93.72727273,37.09090909,69.0,4.581818182,9607.0,0.174237318596,0.7769690434469999,25161.0,40359.0
2052,4237,"Calhoun city, Georgia",GA, Georgia,34.502587,-84.9510542,92.63636364,32.54545455,62.90909091,3.754545455,15650.0,0.16848806366,0.804827586207,35160.0,50997.0
2053,4239,"Camak town, Georgia",GA, Georgia,33.4534709,-82.6459668,91.90909091,39.18181818,66.72727273,3.4181818180000003,138.0,0.290315327975,0.661120791411,45313.0,51330.0
2054,4240,"Camilla city, Georgia",GA, Georgia,31.2312933,-84.21046109999997,94.0,39.36363636,68.09090909,3.5636363639999997,5360.0,0.161187214612,0.812785388128,31121.0,43602.0
2055,4241,"Canon city, Georgia",GA, Georgia,34.3462158,-83.1098717,89.54545455,35.09090909,63.0,3.354545455,804.0,0.380829770696,0.551787796347,27614.0,36002.0
2056,4243,"Canton city, Georgia",GA, Georgia,34.23676210000001,-84.4907621,89.09090909,35.0,63.09090909,3.9,22958.0,0.207532483085,0.772169331178,55195.0,65493.0
2057,4244,"Carl town, Georgia",GA, Georgia,34.005663,-83.81128620000001,87.63636364,36.0,62.54545455,4.1,255.0,0.31756561869100003,0.637150274012,44500.0,54739.0
2058,4245,"Carlton city, Georgia",GA, Georgia,34.043167499999996,-83.0337558,90.90909091,34.90909091,63.36363636,3.545454545,260.0,0.31756561869100003,0.637150274012,36932.0,50845.0
2059,4246,"Carnesville city, Georgia",GA, Georgia,34.3698266,-83.235155,89.90909091,37.18181818,64.18181818,3.4090909089999997,577.0,0.380829770696,0.551787796347,30714.0,48977.0
2060,4247,"Carrollton city, Georgia",GA, Georgia,33.580110299999994,-85.0766113,89.45454545,31.72727273,61.90909091,3.390909091,24388.0,0.188194597777,0.7840582910130001,37074.0,56342.0
2061,4248,"Cartersville city, Georgia",GA, Georgia,34.1650972,-84.7999383,89.45454545,31.72727273,61.90909091,3.390909091,19731.0,0.208949901943,0.760996357894,46264.0,62884.0
2062,4249,"Cave Spring city, Georgia",GA, Georgia,34.1075975,-85.3363434,92.63636364,32.54545455,62.90909091,3.754545455,1200.0,0.288509784245,0.663447064727,38281.0,49934.0
2063,4250,"Cecil city, Georgia",GA, Georgia,31.04547160000001,-83.3921031,92.09090909,41.36363636,69.18181818,3.927272727,286.0,0.5690476190479999,0.344047619048,34750.0,41345.0
2064,4252,"Centerville city, Georgia",GA, Georgia,32.630145,-83.6896285,92.18181818,37.36363636,65.81818182,3.4909090910000002,7148.0,0.23825584196600005,0.7474102625869999,55625.0,73847.0
2065,4255,"Chatsworth city, Georgia",GA, Georgia,34.7659145,-84.7699385,90.09090909,34.45454545,62.54545455,3.872727273,4299.0,0.196561085973,0.7552941176469999,28792.0,45019.0
2066,4257,"Chauncey city, Georgia",GA, Georgia,32.1046197,-83.0645928,92.18181818,37.36363636,65.81818182,3.4909090910000002,342.0,0.326217945724,0.622238310991,29500.0,44398.0
2067,4259,"Chester town, Georgia",GA, Georgia,32.3937787,-83.15292990000002,92.18181818,37.36363636,65.81818182,3.4909090910000002,1596.0,0.326217945724,0.622238310991,25250.0,36184.0
2068,4260,"Chickamauga city, Georgia",GA, Georgia,34.871188000000004,-85.2907896,90.09090909,34.45454545,62.54545455,3.872727273,3101.0,0.309150027943,0.654270182391,45461.0,59023.0
2069,4261,"Clarkesville city, Georgia",GA, Georgia,34.6125971,-83.5248933,87.63636364,36.0,62.54545455,4.1,1733.0,0.15395585317500002,0.81746031746,41125.0,52153.0
2070,4262,"Clarkston city, Georgia",GA, Georgia,33.8095487,-84.2396434,89.09090909,35.0,63.09090909,3.9,7554.0,0.225648414986,0.74409221902,33486.0,41592.0
2071,4263,"Claxton city, Georgia",GA, Georgia,32.1615815,-81.9040047,91.18181818,41.0,68.63636364,2.8,2746.0,0.313714602998,0.667406996113,31591.0,41466.0
2072,4264,"Clayton city, Georgia",GA, Georgia,34.8781479,-83.4009933,89.90909091,37.18181818,64.18181818,3.4090909089999997,2047.0,0.355682567597,0.583534842823,27764.0,37892.0
2073,4265,"Clermont town, Georgia",GA, Georgia,34.47787520000001,-83.77351479999999,87.63636364,36.0,62.54545455,4.1,875.0,0.15059687787,0.8181818181820001,56250.0,66413.0
2074,4266,"Cleveland city, Georgia",GA, Georgia,34.5970402,-83.7632366,87.63636364,36.0,62.54545455,4.1,3410.0,0.188420621931,0.783244680851,40281.0,59261.0
2075,4267,"Climax city, Georgia",GA, Georgia,30.8760231,-84.4312983,93.72727273,37.09090909,69.0,4.581818182,280.0,0.195324448329,0.782171728206,44063.0,48570.0
2076,4268,"Cochran city, Georgia",GA, Georgia,32.3868278,-83.3546098,92.18181818,37.36363636,65.81818182,3.4909090910000002,5150.0,0.221726793677,0.753344142683,32263.0,60632.0
2077,4269,"Cohutta city, Georgia",GA, Georgia,34.959520899999994,-84.9527235,90.09090909,34.45454545,62.54545455,3.872727273,661.0,0.2610170608,0.7085830972930001,47375.0,60216.0
2078,4270,"Colbert city, Georgia",GA, Georgia,34.0378903,-83.2126517,90.90909091,34.90909091,63.36363636,3.545454545,592.0,0.31756561869100003,0.637150274012,32321.0,47251.0
2079,4273,"Collins city, Georgia",GA, Georgia,32.1813013,-82.1090083,91.63636364,38.72727273,67.45454545,3.572727273,584.0,0.24393080389600005,0.7402238697490001,22768.0,29126.0
2080,4274,"Colquitt city, Georgia",GA, Georgia,31.1712935,-84.7332527,92.45454545,40.81818182,68.54545455,2.409090909,1992.0,0.254561506769,0.727781047675,21541.0,31521.0
2081,4275,"Columbus city, Georgia",GA, Georgia,32.4609764,-84.9877094,91.45454545,39.81818182,66.36363636,4.5,189885.0,0.579654566745,0.39375,42661.0,60761.0
2082,4276,"Comer city, Georgia",GA, Georgia,34.0637227,-83.1254261,90.90909091,34.90909091,63.36363636,3.545454545,1126.0,0.31756561869100003,0.637150274012,41974.0,58031.0
2083,4277,"Commerce city, Georgia",GA, Georgia,34.203996999999994,-83.4571058,90.90909091,34.90909091,63.36363636,3.545454545,6544.0,0.218698381236,0.7399240171789999,40483.0,51603.0
2084,4278,"Concord city, Georgia",GA, Georgia,33.0912359,-84.43742320000001,88.36363636,32.36363636,62.0,3.654545455,375.0,0.354753318499,0.6151691859130001,41667.0,55666.0
2085,4280,"Conyers city, Georgia",GA, Georgia,33.66761029999999,-84.0176904,89.09090909,35.0,63.09090909,3.9,15195.0,0.61736146213,0.35816329245300005,38403.0,45112.0
2086,4281,"Coolidge city, Georgia",GA, Georgia,31.011299100000002,-83.8662821,91.81818182,38.45454545,68.0,3.0090909089999998,525.0,0.077519379845,0.888888888889,24904.0,40987.0
2087,4282,"Cordele city, Georgia",GA, Georgia,31.963507399999997,-83.7823938,92.18181818,37.36363636,65.81818182,3.4909090910000002,11147.0,0.378,0.6052,23294.0,42753.0
2088,4283,"Cornelia city, Georgia",GA, Georgia,34.511488299999996,-83.5271166,87.63636364,36.0,62.54545455,4.1,4160.0,0.15395585317500002,0.81746031746,25000.0,36858.0
2089,4284,"Covington city, Georgia",GA, Georgia,33.5967815,-83.86018270000002,89.09090909,35.0,63.09090909,3.9,13118.0,0.243890274314,0.738403990025,32793.0,49395.0
2090,4285,"Crawford city, Georgia",GA, Georgia,33.882895399999995,-83.154596,90.90909091,34.90909091,63.36363636,3.545454545,832.0,0.275037593985,0.695037593985,21927.0,32910.0
2091,4286,"Crawfordville city, Georgia",GA, Georgia,33.5540209,-82.8959785,88.36363636,32.36363636,62.0,3.654545455,534.0,0.6075808249719999,0.389074693423,28417.0,35962.0
2092,4287,"Culloden city, Georgia",GA, Georgia,32.8631905,-84.0938017,92.18181818,37.36363636,65.81818182,3.4909090910000002,175.0,0.192063492063,0.7649029982359999,34632.0,51796.0
2093,4288,"Cumming city, Georgia",GA, Georgia,34.2073196,-84.14019259999998,87.63636364,36.0,62.54545455,4.1,5430.0,0.536134346614,0.433559988175,45846.0,54237.0
2094,4289,"Cuthbert city, Georgia",GA, Georgia,31.7712748,-84.7893658,89.63636364,39.45454545,66.36363636,0.709090909,3873.0,0.251849112426,0.701090976331,25642.0,66202.0
2095,4290,"Dacula city, Georgia",GA, Georgia,33.988716499999995,-83.8979573,87.63636364,36.0,62.54545455,4.1,4442.0,0.509562221584,0.452142585921,58750.0,64834.0
2096,4291,"Dahlonega city, Georgia",GA, Georgia,34.532593799999994,-83.98491,87.63636364,36.0,62.54545455,4.1,5242.0,0.17981174943199998,0.780022719896,30413.0,51407.0
2097,4292,"Daisy city, Georgia",GA, Georgia,32.151861,-81.8345588,91.18181818,41.0,68.63636364,2.8,129.0,0.313714602998,0.667406996113,28750.0,119453.0
2098,4293,"Dallas city, Georgia",GA, Georgia,33.9237141,-84.8407732,89.45454545,31.72727273,61.90909091,3.390909091,11544.0,0.233883736711,0.719181180728,50795.0,56416.0
2099,4294,"Dalton city, Georgia",GA, Georgia,34.7698021,-84.9702228,90.09090909,34.45454545,62.54545455,3.872727273,33128.0,0.2610170608,0.7085830972930001,34682.0,55138.0
2100,4295,"Damascus city, Georgia",GA, Georgia,31.299068199999997,-84.7188077,94.0,39.36363636,68.09090909,3.5636363639999997,254.0,0.452739439565,0.533667921372,17768.0,32795.0
2101,4296,"Danielsville city, Georgia",GA, Georgia,34.1242771,-83.22126290000001,90.90909091,34.90909091,63.36363636,3.545454545,560.0,0.31756561869100003,0.637150274012,45938.0,52749.0
2102,4297,"Danville town, Georgia",GA, Georgia,32.6057103,-83.24543609999998,92.18181818,37.36363636,65.81818182,3.4909090910000002,238.0,0.486059708858,0.501850481125,25938.0,36704.0
2103,4298,"Darien city, Georgia",GA, Georgia,31.3702255,-81.43399029999998,91.18181818,41.0,68.63636364,2.8,1975.0,0.266649912038,0.691254083941,30799.0,38794.0
2104,4300,"Davisboro city, Georgia",GA, Georgia,32.9790425,-82.60790949999998,91.90909091,39.18181818,66.72727273,3.4181818180000003,2010.0,0.273509430003,0.6784487055060001,34167.0,54564.0
2105,4301,"Dawson city, Georgia",GA, Georgia,31.7735001,-84.44658270000002,94.0,39.36363636,68.09090909,3.5636363639999997,4540.0,0.234418865806,0.7400336889390001,25592.0,38447.0
2106,4302,"Dawsonville city, Georgia",GA, Georgia,34.4212053,-84.1190804,87.63636364,36.0,62.54545455,4.1,2536.0,0.234418865806,0.7400336889390001,45500.0,57683.0
2107,4303,"Dearing town, Georgia",GA, Georgia,33.4131947,-82.3851255,91.90909091,39.18181818,66.72727273,3.4181818180000003,549.0,0.399115235218,0.586102719033,39063.0,42030.0
2108,4304,"Decatur city, Georgia",GA, Georgia,33.7748275,-84.2963123,89.09090909,35.0,63.09090909,3.9,19335.0,0.225648414986,0.74409221902,81598.0,113914.0
2109,4306,"Demorest city, Georgia",GA, Georgia,34.565098,-83.5451724,87.63636364,36.0,62.54545455,4.1,1823.0,0.15395585317500002,0.81746031746,44732.0,50473.0
2110,4307,"Denton city, Georgia",GA, Georgia,31.7226881,-82.69375129999997,91.63636364,38.72727273,67.45454545,3.572727273,250.0,0.35914893617,0.590638297872,35000.0,78404.0
2111,4308,"De Soto city, Georgia",GA, Georgia,31.95479000000001,-84.0636392,94.0,39.36363636,68.09090909,3.5636363639999997,195.0,0.545405012713,0.42528605158,35250.0,36301.0
2112,4310,"Dexter town, Georgia",GA, Georgia,32.4323909,-83.06125970000002,92.18181818,37.36363636,65.81818182,3.4909090910000002,575.0,0.334101382488,0.633451688449,34044.0,46959.0
2113,4311,"Dillard city, Georgia",GA, Georgia,34.970091100000005,-83.3871006,89.90909091,37.18181818,64.18181818,3.4090909089999997,339.0,0.18153226821,0.7909170964899999,44688.0,52431.0
2114,4312,"Doerun city, Georgia",GA, Georgia,31.3196267,-83.91712209999999,94.0,39.36363636,68.09090909,3.5636363639999997,774.0,0.254561506769,0.727781047675,32917.0,42658.0
2115,4313,"Donalsonville city, Georgia",GA, Georgia,31.0404625,-84.8790911,92.45454545,40.81818182,68.54545455,2.409090909,2650.0,0.25734561753,0.6987051792829999,,37295.0
2116,4316,"Douglas city, Georgia",GA, Georgia,31.508807300000004,-82.84986540000001,91.63636364,38.72727273,67.45454545,3.572727273,11589.0,0.511246337616,0.4352941176470001,29757.0,46957.0
2117,4317,"Douglasville city, Georgia",GA, Georgia,33.7514966,-84.7477136,88.90909091,35.90909091,63.81818182,2.545454545,30961.0,0.511246337616,0.4352941176470001,48036.0,63480.0
2118,4319,"Dublin city, Georgia",GA, Georgia,32.5404447,-82.903754,92.18181818,37.36363636,65.81818182,3.4909090910000002,16201.0,0.334101382488,0.633451688449,27847.0,49808.0
2119,4320,"Dudley city, Georgia",GA, Georgia,32.5423872,-83.07042729999998,92.18181818,37.36363636,65.81818182,3.4909090910000002,571.0,0.334101382488,0.633451688449,60446.0,68005.0
2120,4321,"Duluth city, Georgia",GA, Georgia,34.002878700000004,-84.1446376,89.09090909,35.0,63.09090909,3.9,26600.0,0.509562221584,0.452142585921,61472.0,75417.0
2121,4323,"Du Pont town, Georgia",GA, Georgia,30.988541899999998,-82.8715305,92.09090909,41.36363636,69.18181818,3.927272727,120.0,0.280392959476,0.705689725747,20982.0,32504.0
2122,4326,"East Ellijay city, Georgia",GA, Georgia,34.683974600000006,-84.47270490000002,89.45454545,31.72727273,61.90909091,3.390909091,546.0,0.212420886076,0.747231012658,32833.0,36379.0
2123,4328,"Eastman city, Georgia",GA, Georgia,32.1976729,-83.1776514,92.18181818,37.36363636,65.81818182,3.4909090910000002,4962.0,0.326217945724,0.622238310991,31935.0,41356.0
2124,4331,"Eatonton city, Georgia",GA, Georgia,33.326799699999995,-83.38849609999998,90.90909091,34.90909091,63.36363636,3.545454545,6480.0,0.236632164628,0.71411037925,28949.0,43734.0
2125,4333,"Edison city, Georgia",GA, Georgia,31.5582271,-84.7382526,89.63636364,39.45454545,66.36363636,0.709090909,1531.0,0.175115207373,0.7768817204299999,17917.0,26651.0
2126,4334,"Elberton city, Georgia",GA, Georgia,34.111222600000005,-82.8670839,90.90909091,34.90909091,63.36363636,3.545454545,4653.0,0.316860465116,0.665950455005,29088.0,44143.0
2127,4335,"Ellaville city, Georgia",GA, Georgia,32.2382139,-84.30907979999998,91.54545455,34.90909091,64.81818182,4.381818182,1812.0,0.210057621792,0.771084337349,24630.0,46530.0
2128,4336,"Ellenton town, Georgia",GA, Georgia,31.1760205,-83.587389,92.09090909,41.36363636,69.18181818,3.927272727,281.0,0.254561506769,0.727781047675,20179.0,31781.0
2129,4337,"Ellijay city, Georgia",GA, Georgia,34.6948076,-84.4821498,89.45454545,31.72727273,61.90909091,3.390909091,1619.0,0.212420886076,0.747231012658,38250.0,45234.0
2130,4338,"Emerson city, Georgia",GA, Georgia,34.127042700000004,-84.7554925,89.45454545,31.72727273,61.90909091,3.390909091,1470.0,0.208949901943,0.760996357894,49583.0,77353.0
2131,4340,"Enigma town, Georgia",GA, Georgia,31.4129695,-83.3290468,92.09090909,41.36363636,69.18181818,3.927272727,1278.0,0.410339166968,0.537631117665,25063.0,29883.0
2132,4343,"Eton city, Georgia",GA, Georgia,34.82508,-84.763272,90.09090909,34.45454545,62.54545455,3.872727273,910.0,0.196561085973,0.7552941176469999,55707.0,62710.0
2133,4347,"Fairburn city, Georgia",GA, Georgia,33.5670562,-84.5810418,88.18181818,36.90909091,64.09090909,4.145454545,12950.0,0.134064956251,0.84176182708,40954.0,54683.0
2134,4348,"Fairmount city, Georgia",GA, Georgia,34.4362013,-84.69993459999998,89.45454545,31.72727273,61.90909091,3.390909091,720.0,0.16848806366,0.804827586207,29609.0,38743.0
2135,4351,"Fargo city, Georgia",GA, Georgia,30.6818841,-82.5665192,91.81818182,38.45454545,68.0,3.0090909089999998,321.0,0.280392959476,0.705689725747,37188.0,40963.0
2136,4352,"Fayetteville city, Georgia",GA, Georgia,33.4487257,-84.4549262,88.36363636,32.36363636,62.0,3.654545455,15945.0,0.279581220781,0.6757753341670001,66793.0,82931.0
2137,4353,"Fitzgerald city, Georgia",GA, Georgia,31.7149082,-83.2526545,94.0,39.36363636,68.09090909,3.5636363639999997,9053.0,0.35421239236900004,0.6304237717369999,18396.0,31382.0
2138,4355,"Flovilla city, Georgia",GA, Georgia,33.253734,-83.89851709999998,88.36363636,32.36363636,62.0,3.654545455,653.0,0.270760789279,0.708768597657,30568.0,38106.0
2139,4356,"Flowery Branch city, Georgia",GA, Georgia,34.185101700000004,-83.9251809,87.63636364,36.0,62.54545455,4.1,5679.0,0.15059687787,0.8181818181820001,57371.0,64756.0
2140,4357,"Folkston city, Georgia",GA, Georgia,30.83051020000001,-82.0098375,92.18181818,40.90909091,68.90909091,4.418181818,2502.0,0.250499001996,0.736027944112,33824.0,48868.0
2141,4358,"Forest Park city, Georgia",GA, Georgia,33.6220542,-84.36909179999998,88.18181818,36.90909091,64.09090909,4.145454545,18468.0,0.355682567597,0.583534842823,30835.0,39680.0
2142,4359,"Forsyth city, Georgia",GA, Georgia,33.0342974,-83.938242,92.18181818,37.36363636,65.81818182,3.4909090910000002,3788.0,0.536134346614,0.433559988175,27000.0,48800.0
2143,4360,"Fort Gaines city, Georgia",GA, Georgia,31.609056899999995,-85.0471505,92.81818182,41.45454545,68.18181818,4.0,1107.0,0.191345503719,0.7738336714,19787.0,28336.0
2144,4361,"Fort Oglethorpe city, Georgia",GA, Georgia,34.9489645,-85.2569,90.09090909,34.45454545,62.54545455,3.872727273,9263.0,0.179894379479,0.786872878159,42355.0,50713.0
2145,4362,"Fort Valley city, Georgia",GA, Georgia,32.5537585,-83.8874084,92.18181818,37.36363636,65.81818182,3.4909090910000002,9815.0,0.475091130012,0.505187400692,20664.0,32063.0
2146,4363,"Franklin city, Georgia",GA, Georgia,33.2776182,-85.0979973,90.45454545,33.81818182,63.90909091,3.736363636,993.0,0.176652401331,0.8012363290539999,17059.0,31839.0
2147,4364,"Franklin Springs city, Georgia",GA, Georgia,34.284828399999995,-83.1443161,90.90909091,34.90909091,63.36363636,3.545454545,952.0,0.380829770696,0.551787796347,40750.0,53095.0
2148,4365,"Funston city, Georgia",GA, Georgia,31.1999071,-83.8735088,94.0,39.36363636,68.09090909,3.5636363639999997,449.0,0.254561506769,0.727781047675,32857.0,37161.0
2149,4366,"Gainesville city, Georgia",GA, Georgia,34.2978794,-83.8240663,87.63636364,36.0,62.54545455,4.1,33804.0,0.15059687787,0.8181818181820001,40321.0,56552.0
2150,4368,"Garfield city, Georgia",GA, Georgia,32.649885,-82.098175,91.90909091,39.18181818,66.72727273,3.4181818180000003,201.0,0.310410819087,0.6800204133709999,23958.0,41622.0
2151,4369,"Gay town, Georgia",GA, Georgia,33.0937361,-84.57381509999998,88.36363636,32.36363636,62.0,3.654545455,89.0,0.413898268163,0.568129833351,61250.0,89980.0
2152,4370,"Geneva town, Georgia",GA, Georgia,32.579862,-84.5507559,91.45454545,39.81818182,66.36363636,4.5,105.0,0.419892157386,0.539106294378,38750.0,65119.0
2153,4371,"Gibson city, Georgia",GA, Georgia,33.2334789,-82.5954083,91.90909091,39.18181818,66.72727273,3.4181818180000003,663.0,0.0992805755396,0.888489208633,36375.0,39620.0
2154,4372,"Gillsville city, Georgia",GA, Georgia,34.3078817,-83.6335036,87.63636364,36.0,62.54545455,4.1,235.0,0.15059687787,0.8181818181820001,48750.0,64277.0
2155,4373,"Girard town, Georgia",GA, Georgia,33.040432300000006,-81.7120567,91.90909091,39.18181818,66.72727273,3.4181818180000003,156.0,0.114451988361,0.8525703200779999,16000.0,29372.0
2156,4374,"Glennville city, Georgia",GA, Georgia,31.9365917,-81.92845009999998,91.63636364,38.72727273,67.45454545,3.572727273,3569.0,0.24393080389600005,0.7402238697490001,42809.0,56100.0
2157,4375,"Glenwood city, Georgia",GA, Georgia,32.17990080000001,-82.6695802,91.63636364,38.72727273,67.45454545,3.572727273,747.0,0.0841283607979,0.905030355594,18000.0,23843.0
2158,4376,"Good Hope city, Georgia",GA, Georgia,33.7848398,-83.60905749999998,90.90909091,34.90909091,63.36363636,3.545454545,274.0,0.204799010513,0.76915275201,28750.0,49429.0
2159,4377,"Gordon city, Georgia",GA, Georgia,32.8820866,-83.3323848,92.18181818,37.36363636,65.81818182,3.4909090910000002,2017.0,0.16848806366,0.804827586207,30104.0,44989.0
2160,4379,"Grantville city, Georgia",GA, Georgia,33.2348419,-84.8357679,88.36363636,32.36363636,62.0,3.654545455,3041.0,0.270276441328,0.693353991682,47413.0,57742.0
2161,4380,"Gray city, Georgia",GA, Georgia,33.009580199999995,-83.5337816,92.18181818,37.36363636,65.81818182,3.4909090910000002,3276.0,0.509562221584,0.452142585921,59722.0,64846.0
2162,4381,"Grayson city, Georgia",GA, Georgia,33.8942729,-83.95574,89.09090909,35.0,63.09090909,3.9,2666.0,0.509562221584,0.452142585921,84514.0,108299.0
2163,4382,"Greensboro city, Georgia",GA, Georgia,33.5756831,-83.18237890000002,90.90909091,34.90909091,63.36363636,3.545454545,3359.0,0.307587077765,0.625381458487,25234.0,32947.0
2164,4383,"Greenville city, Georgia",GA, Georgia,33.0287373,-84.7129848,88.36363636,32.36363636,62.0,3.654545455,876.0,0.413898268163,0.568129833351,26875.0,36685.0
2165,4384,"Griffin city, Georgia",GA, Georgia,33.246780699999995,-84.26409040000001,88.36363636,32.36363636,62.0,3.654545455,23643.0,0.36033153431,0.602775636083,30692.0,45929.0
2166,4385,"Guyton city, Georgia",GA, Georgia,32.3363045,-81.39149920000001,92.18181818,40.27272727,68.18181818,3.881818182,1684.0,0.176210695433,0.781099380308,52232.0,60583.0
2167,4386,"Hagan city, Georgia",GA, Georgia,32.1560257,-81.9337275,91.18181818,41.0,68.63636364,2.8,996.0,0.313714602998,0.667406996113,41513.0,61765.0
2168,4387,"Hahira city, Georgia",GA, Georgia,30.99130640000001,-83.37265749999997,92.09090909,41.36363636,69.18181818,3.927272727,2737.0,0.459246588965,0.522057361072,41310.0,48982.0
2169,4388,"Hamilton city, Georgia",GA, Georgia,32.757910700000004,-84.8749311,91.45454545,39.81818182,66.36363636,4.5,1016.0,0.54223505185,0.418271116375,44750.0,63428.0
2170,4389,"Hampton city, Georgia",GA, Georgia,33.3870578,-84.2829784,88.36363636,32.36363636,62.0,3.654545455,6987.0,0.341212701319,0.632860293812,50197.0,61211.0
2171,4392,"Haralson town, Georgia",GA, Georgia,33.226509899999996,-84.57131640000001,88.36363636,32.36363636,62.0,3.654545455,166.0,0.130246531766,0.8464257312010001,61250.0,58944.0
2172,4394,"Harlem city, Georgia",GA, Georgia,33.4145834,-82.3126237,91.90909091,39.18181818,66.72727273,3.4181818180000003,2666.0,0.461808993751,0.483490968689,50208.0,65250.0
2173,4395,"Harrison town, Georgia",GA, Georgia,32.8262697,-82.72513640000003,91.90909091,39.18181818,66.72727273,3.4181818180000003,489.0,0.273509430003,0.6784487055060001,39000.0,43043.0
